flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇺🇸,doogile,0,0,9:01.361,9:01.856,17 Mar 2024,778,(U),-423824187334230143,,,https://www.youtube.com/watch?v=9aJOIrN2g-A,9,1,856,541856,542,1,410359,1.320443807,421494,1.285560411,-0.0005,0.6777,3.830009377,258.9609,382.0980,367.6760,3.59953,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,778,0,0,
🇺🇸,FooN,0,1,8:57.293,9:01.942,23 Feb 2023,1166,(V),-5695877831493898620,,,https://www.speedrun.com/mc/run/zxnw86qm,9,1,942,541942,542,1,410359,1.320653379,465828,1.163395073,-0.0005,0.5582,1.777983808,426.5249,764.0787,367.0687,3.60342,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,FooN,0,0,8:57.834,9:01.977,27 Mar 2023,1134,(U),3309154460547738819,,,https://www.youtube.com/watch?v=lKsvBCOS7mY,9,1,977,541977,542,1,410359,1.32073867,465828,1.163470208,-0.0005,0.5672,1.778850952,433.2975,763.8906,366.8216,3.60500,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Crimson,0,0,9:01.997,9:01.997,29 Aug 2023,979,(U),-5988520828336756304,,,https://www.youtube.com/watch?v=RhhfwurxegQ,9,1,997,541997,542,1,410359,1.320787408,465828,1.163513142,-0.0005,0.6129,1.779346639,468.1477,763.7831,366.6804,3.60591,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.423,9:02.423,30 Aug 2024,612,(U),3049901205395221348,,,https://www.youtube.com/watch?v=PPXIiFSl4dc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=62,9,2,423,542423,542,0,410359,1.321825524,421494,1.286905626,-0.0005,0.7364,3.861348733,278.0404,377.5739,363.6758,3.62524,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,612,0.0000000001109332108,0.00000004188548743,
🇸🇰,NoFear1337,0,0,9:02.402,9:02.859,30 Jun 2025,308,(U),unknown,,,https://www.youtube.com/watch?v=6HhUuitsxGs,9,2,859,542859,543,1,410359,1.322888008,410359,1.322888008,-0.0005,0.8573,4.789803437,224.4125,261.7751,360.6062,3.64513,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,308,0.05383609102,14.09294817,
🇩🇰,Bloopy,0,1,9:02.325,9:02.890,20 Jul 2024,653,(U),-3162138013269904068,,,https://www.youtube.com/watch?v=LQVoVG-qCYo,9,2,890,542890,543,1,410359,1.322963551,421494,1.28801359,-0.0005,0.7214,3.887333649,269.7152,373.8544,360.3881,3.64654,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0,0.0000000003019857909,
🇩🇰,Bloopy,0,1,9:03.208,9:03.208,09 Mar 2024,786,(V),327741930004183264,,,https://www.speedrun.com/mc/runs/zq8w755z,9,3,208,543208,543,0,410359,1.323738483,421494,1.288768049,-0.0005,0.6750,3.905117644,250.6553,371.3253,358.1532,3.66111,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,786,0,0,
🇺🇸,Jamyreaf,0,1,9:03.026,9:03.450,22 Dec 2023,864,(V),5419460951497660528,,,https://www.speedrun.com/mc/runs/zne212vz,9,3,450,543450,543,0,410359,1.32432821,446254,1.21780421,-0.0005,0.6492,2.518743268,395.2184,608.7687,356.4544,3.67223,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:03.483,9:03.483,15 Jul 2025,293,(U),3586604150107286256,,,https://www.youtube.com/watch?v=HlKgDCEfr1M,9,3,483,543483,543,0,410359,1.324408628,410359,1.324408628,-0.0005,0.8637,4.833103637,222.1421,257.1906,356.2229,3.67375,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,293,0.08083253772,20.78936555,
🇺🇸,doogile,0,0,8:58.672,9:04.680,20 Oct 2023,927,(U),5170768254742346902,,,https://www.youtube.com/watch?v=nX477DDwCp4,9,4,680,544680,545,1,410359,1.327325586,465828,1.169272779,-0.0005,0.6291,1.847015339,471.2625,749.1321,347.8492,3.72921,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,927,0,0,
🇳🇴,skycrab1,0,0,9:03.846,9:05.167,01 Dec 2023,885,(U),5228422525265565557,,,https://www.youtube.com/watch?v=Qe_QUpUyPbc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=5,9,5,167,545167,545,0,410359,1.328512351,465828,1.170318229,-0.0005,0.6424,1.859550606,479.5236,746.4235,344.4561,3.75199,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,885,0,0,
🇺🇸,doogile,0,0,9:03.653,9:05.189,03 Jul 2024,670,(U),-1944357644516820181,,,https://www.youtube.com/watch?v=2PrVhqKEWwk,9,5,189,545189,545,0,410359,1.328565963,421494,1.293467997,-0.0005,0.7153,4.017558656,254.4054,355.6436,344.3031,3.75302,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,670,0,0,
🇨🇿,90Tom,0,1,9:01.644,9:05.616,03 Mar 2023,1158,(V),8054207278677261153,,,https://www.speedrun.com/mc/run/ydgnxwqy,9,5,616,545616,546,1,410359,1.329606515,465828,1.171282104,-0.0005,0.5605,1.871177419,416.9324,743.9130,341.3352,3.77309,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,9:05.451,9:05.451,16 Mar 2024,779,(U),see video,,,https://www.youtube.com/watch?v=ivDOaiqp9jM&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=2,9,5,451,545451,545,0,410359,1.329204428,421494,1.294089596,-0.0005,0.6774,4.032645218,239.5134,353.5799,342.4813,3.76532,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,779,0,0,
🇺🇸,doogile,0,0,9:05.184,9:05.845,06 Nov 2023,910,(U),5873759299326194645,,,https://www.youtube.com/watch?v=5MtswX7IfB4,9,5,845,545845,546,1,410359,1.330164563,465828,1.171773702,-0.0005,0.6344,1.877133197,471.1586,742.6277,339.7463,3.78390,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,910,0,0,
🇳🇴,skycrab1,0,0,9:04.821,9:06.518,16 Oct 2024,565,(U),1509054890108880200,,,https://www.youtube.com/watch?v=o2BhtRPoBl8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=83,9,6,518,546518,547,1,410359,1.331804591,421494,1.296621067,-0.0005,0.7539,4.094611913,260.2472,345.2027,335.0878,3.81581,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,565,0.00000001468833053,0.000005070452071,
🇺🇸,Feinberg,0,1,9:03.853,9:06.683,29 Aug 2022,1344,(U),8035153315721236887,,,https://www.youtube.com/watch?v=UbeZGrhbc4A,9,6,683,546683,547,1,410359,1.332206678,517884,1.055608978,-0.0005,0.5107,0.8708938955,487.1755,953.9625,333.9483,3.82367,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇷🇺,aleen,0,1,9:06.179,9:06.732,06 May 2023,1093.458333,(V),4100897809495913321,,,https://www.speedrun.com/mc/run/y8693gdm,9,6,732,546732,547,1,410359,1.332326085,465828,1.173677838,-0.0005,0.5788,1.900367803,426.9628,737.6180,333.6101,3.82601,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Kruin,0,1,9:03.885,9:06.887,15 Oct 2023,932,(V),7290573103261113412,,,https://www.speedrun.com/mc/runs/m3knr56y,9,6,887,546887,547,1,410359,1.332703803,465828,1.174010579,-0.0005,0.6275,1.90445513,462.3082,736.7375,332.5409,3.83341,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Reignex,0,0,9:07.014,9:07.014,06 Nov 2023,910,(U),Unknown,,,https://youtu.be/M7Q-8t9ktCs?si=MnwwCmv0kkfe0HjL,9,7,14,547014,547,0,410359,1.333013288,465828,1.174283212,-0.0005,0.6344,1.90781015,466.9632,736.0150,331.6656,3.83948,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.149,9:07.149,10 Oct 2024,571,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,9,7,149,547149,547,0,410359,1.333342269,421494,1.298118123,-0.0005,0.7516,4.131658224,255.7604,340.2706,330.7358,3.84595,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,571,0.000000008217982467,0.00000279633765,
🇳🇴,skycrab1,0,0,9:07.112,9:07.112,28 Apr 2025,371,(U),unknown,,,https://www.youtube.com/watch?v=o710MyvzZRc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=117,9,7,112,547112,547,0,410359,1.333252104,421494,1.29803034,-0.0005,0.8307,4.12947767,282.8988,340.5593,330.9905,3.84417,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,371,0.006057360711,2.062890635,
🇫🇮,sadekeppi,0,0,9:05.453,9:07.231,05 Apr 2025,394,(U),3784350697232535949,,,https://www.youtube.com/watch?v=_6D4CEjB7EI,9,7,231,547231,547,0,410359,1.333542094,421494,1.298312669,-0.0005,0.8212,4.136494486,278.9017,339.6309,330.1713,3.84988,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,0.002206608848,0.7494325073,
🇫🇮,AndrewCrow,0,0,9:06.737,9:07.310,04 Jul 2025,304,(U),unknown,,,https://www.youtube.com/watch?v=9ykWGMkAK-8,9,7,310,547310,547,0,410359,1.333734608,410359,1.333734608,-0.0005,0.8590,5.106397952,197.3936,229.7977,329.6278,3.85367,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0.0602383311,13.8426328,
🇳🇴,skycrab1,0,0,9:07.485,9:07.485,08 Feb 2025,450,(U),3737533492080781915,,,https://www.youtube.com/watch?v=vIyLdcMlpzU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=116,9,7,485,547485,547,0,410359,1.334161064,421494,1.298915287,-0.0005,0.7985,4.15150733,269.6200,337.6512,328.4248,3.86208,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,450,0.0001102786735,0.03723573178,
🇬🇧,ninathepig,0,1,8:54.614,9:07.741,08 Nov 2022,1273,(V),1527477638666863321,,,https://www.speedrun.com/mc/run/z1g48nrz,9,7,741,547741,548,1,410359,1.334784908,495537,1.105348339,-0.0005,0.5291,1.214200397,468.5488,885.4893,326.6670,3.87441,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.893,9:07.893,16 Nov 2024,534,(U),3572344265609154792,,,https://www.youtube.com/watch?v=GB4EvDhnAj0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=94,9,7,893,547893,548,1,410359,1.335155315,421494,1.299883272,-0.0005,0.7657,4.175724731,256.1003,334.4774,325.6247,3.88175,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,534,0.000000243699385,0.00008151193461,
🇺🇸,doogile,0,0,9:07.950,9:07.950,16 Aug 2024,626,(U),unknown,,,https://www.youtube.com/watch?v=rVh_EFcoA_Q,9,7,950,547950,548,1,410359,1.335294218,421494,1.300018506,-0.0005,0.7312,4.179118108,244.2628,334.0346,325.2340,3.88450,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,626,0,0.000000007411795946,
🇳🇴,skycrab1,0,0,9:02.208,9:08.108,24 Aug 2024,618,(U),8200471492953039268,,,https://www.youtube.com/watch?v=7kCryLBekaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=59,9,8,108,548108,548,0,410359,1.335679247,421494,1.300393363,-0.0005,0.7342,4.188537237,244.3412,332.8079,324.1519,3.89215,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,618,0,0.00000001868887115,
🇳🇴,skycrab1,0,0,9:08.173,9:08.173,22 Jul 2025,286,(U),unknown,,,https://www.youtube.com/watch?v=ywxlACuqAe0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=137,9,8,173,548173,548,0,410359,1.335837645,410359,1.335837645,-0.0005,0.8668,5.169900404,193.9822,223.8031,323.7070,3.89530,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,286,0.09638876787,21.57210067,
🇹🇿,Kxpow,0,0,9:04.666,9:08.266,14 Nov 2023,902,(U),-4809940892150569008,,,https://www.youtube.com/watch?v=gg6rLSlqqqc,9,8,266,548266,548,0,410359,1.336064275,465828,1.176970899,-0.0005,0.6370,1.941178114,464.2633,728.8382,323.0708,3.89981,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,0,0,
🇧🇪,boyenn,0,0,9:08.407,9:08.407,09 Mar 2025,421,(U),unknown,,,https://www.youtube.com/watch?v=PIdpIYU0iN8,9,8,407,548407,548,0,410359,1.336407877,421494,1.301102744,-0.0005,0.8102,4.206414141,267.7559,330.4898,322.1069,3.90665,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,421,0.000574594433,0.1898976164,
🇸🇰,NoFear1337,0,0,9:08.371,9:08.421,08 Jun 2023,1061,(U),unknown,,,https://www.youtube.com/watch?v=IffgSK8FXyU,9,8,421,548421,548,0,410359,1.336441993,465828,1.17730364,-0.0005,0.5883,1.945346385,428.2567,727.9429,322.0112,3.90733,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1061,0,0,
🇨🇦,Aquacorde,0,0,9:08.473,9:08.473,17 Jul 2025,291,(U),-4757456621971521047,,,https://www.youtube.com/watch?v=3NgUon3iBFM,9,8,473,548473,548,0,410359,1.336568712,410359,1.336568712,-0.0005,0.8646,5.192139904,191.7104,221.7357,321.6560,3.90986,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,291,0.08507542185,18.86425703,
🇸🇰,NoFear1337,0,0,9:05.980,9:08.551,02 Feb 2024,822,(U),unknown,,,https://www.youtube.com/watch?v=4fdVhFGeQgo&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=5,9,8,551,548551,549,1,410359,1.336758789,421494,1.301444386,-0.0005,0.6630,4.215048128,218.3713,329.3749,321.1234,3.91365,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,822,0,0,
🇮🇹,drip120,0,0,9:07.364,9:08.692,01 Nov 2025,184,(U),unknown,,,https://www.youtube.com/watch?v=xe-spdcY7jk,9,8,692,548692,549,1,410359,1.337102391,410359,1.337102391,-0.0005,0.9121,5.208428594,200.8747,220.2320,320.1612,3.92052,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,184,0.5363596254,118.1235331,
🇺🇸,doogile,0,0,9:08.808,9:08.808,22 May 2025,347,(U),7495631434322162088,,,https://www.youtube.com/watch?v=p9ACbnS-GcQ,9,8,808,548808,549,1,410359,1.33738507,421494,1.302054122,-0.0005,0.8407,4.230496874,275.2404,327.3876,319.3703,3.92618,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,347,0.01532618769,5.017603717,
🇫🇮,Cube1337x,1,1,9:06.178,9:08.820,22 Jan 2022,1563,(V),5182416045755256460,,,https://www.speedrun.com/mc/runs/mr673jdm,9,8,820,548820,549,1,410359,1.337414313,576000,0.9528125,-0.0005,0.4577,0.4396483997,467.5502,1021.4788,319.2885,3.92676,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1563,0,0,
🇳🇴,skycrab1,0,0,9:09.076,9:09.076,26 Nov 2024,524,(U),9146773889861471357,,,https://www.youtube.com/watch?v=YABLZ52h9Ug&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=98,9,9,76,549076,549,0,410359,1.338038157,421494,1.302689955,-0.0005,0.7695,4.246660881,250.3363,325.3186,317.5452,3.93928,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,524,0.0000005642421125,0.0001835584751,
🇭🇺,Fe666,0,1,9:06.021,9:09.448,23 Jan 2023,1197,(V),2113816333217399931,,,https://www.speedrun.com/mc/run/y4g7pk2y,9,9,448,549448,549,0,410359,1.33894468,495537,1.108793087,-0.0005,0.5496,1.242283967,483.4568,879.5954,315.0170,3.95752,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.533,9:09.719,10 Apr 2024,754,(U),unknown,,,https://www.youtube.com/watch?v=s7Oyw0cBsDM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=14,9,9,719,549719,550,1,410359,1.339605078,421494,1.304215481,-0.0005,0.6859,4.285668333,219.7465,320.3693,313.1792,3.97086,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,754,0,0,
🇺🇸,doogile,0,0,9:08.362,9:09.903,03 Feb 2024,821,(U),4060064418388945747,,,https://www.youtube.com/watch?v=z1xyWdGMjq8,9,9,903,549903,550,1,410359,1.340053465,421494,1.304652024,-0.0005,0.6633,4.296889569,211.5700,318.9569,311.9333,3.97994,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,821,0,0,
🇸🇰,NoFear1337,0,0,9:09.128,9:10.259,08 Jun 2025,330,(U),unknown,,,https://www.youtube.com/watch?v=SiADDCUpd7E,9,10,259,550259,550,0,410359,1.340920998,421494,1.305496638,-0.0005,0.8479,4.318674974,268.1288,316.2293,309.5271,3.99756,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,330,0.02749640528,8.695169505,
🇹🇿,Kxpow,0,0,9:05.662,9:10.523,09 Nov 2023,907,(U),78496239085493281,,,https://www.youtube.com/watch?v=gieho9nQgi0,9,10,523,550523,551,1,410359,1.341564338,465828,1.181816035,-0.0005,0.6354,2.002694359,454.7285,715.6567,307.7465,4.01066,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,0,0,
🇺🇸,doogile,0,0,9:07.746,9:10.622,05 Nov 2023,911,(U),1666689678537156689,,,https://www.youtube.com/watch?v=VZnZzz2vZfk,9,10,622,550622,551,1,410359,1.34180559,465828,1.18202856,-0.0005,0.6341,2.005433359,453.4489,715.0715,307.0796,4.01559,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,911,0,0,
🇳🇴,skycrab1,0,0,9:09.863,9:10.809,08 Mar 2024,787,(U),unknown,,,https://www.youtube.com/watch?v=LhLJ0UepT94&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=11,9,10,809,550809,551,1,410359,1.342261288,421494,1.30680152,-0.0005,0.6747,4.352526736,210.5230,312.0287,305.8212,4.02491,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,787,0,0,
🇭🇷,CroProYT,0,1,9:10.972,9:10.972,06 May 2023,1093.645833,(V),-3937688426642137933,,,https://www.speedrun.com/mc/run/z5p1o7dm,9,10,972,550972,551,1,410359,1.342658501,465828,1.18277991,-0.0005,0.5788,2.015144373,412.6728,712.9975,304.7257,4.03305,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Feinberg,0,0,9:07.558,9:11.108,05 Mar 2024,790,(U),-6417905259519219654,,,https://www.youtube.com/watch?v=OEKYeJXKFLs,9,11,108,551108,551,0,410359,1.342989919,421494,1.307510902,-0.0005,0.6737,4.371029323,208.6737,309.7520,303.8126,4.03985,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,catJAM19,0,1,9:09.695,9:11.108,21 Oct 2025,195,(V),8621681605212957189,,,https://www.speedrun.com/mc/runs/yw58nw2y,9,11,108,551108,551,0,410359,1.342989919,410359,1.342989919,-0.0005,0.9071,5.391173773,185.0094,203.9565,303.8126,4.03985,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.726,9:11.397,13 Jun 2024,690,(U),-8879598757614006862,,,https://www.youtube.com/watch?v=cIcsjmes9iM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=29,9,11,397,551397,551,0,410359,1.34369418,421494,1.308196558,-0.0005,0.7082,4.388980001,217.8176,307.5562,301.8753,4.05433,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,690,0,0,
