flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since,elo_weight,elo,timeloss 
🇵🇱,watermelon1708,0,0,8:59.980,9:00.400,06 Dec 2025,148,(U),unknown,,,https://www.youtube.com/watch?v=NKfTh40LmXo,9,0,400,540400,540,0,410359,1.316895694,410359,1.316895694,-0.0005,0.9287,4.622525503,260.1554,280.1372,377.9877,3.53423,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0.7231206475,202.5729584,
🇳🇴,skycrab1,0,0,9:00.416,9:00.416,18 Dec 2024,501,(U),-2825863056396066441,,,https://www.youtube.com/watch?v=QuzaLR4dZX0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=104,9,0,416,540416,540,0,410359,1.316934684,421494,1.282143993,-0.0005,0.7784,3.751442104,306.4013,393.6238,377.8741,3.53494,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,501,0.000003456859293,0.001360702051,
🇳🇴,skycrab1,0,0,8:59.994,9:00.517,15 Aug 2024,626,(U),6950286062050709827,,,https://www.youtube.com/watch?v=GdrxXjooUA4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=56,9,0,517,540517,541,1,410359,1.31718081,421494,1.282383616,-0.0005,0.7312,3.75690511,287.2451,392.8138,377.1571,3.53944,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,626,0,0.000000008716031438,
🇸🇰,NoFear1337,0,0,8:57.699,9:00.720,14 Apr 2023,1115,(U),unknown,,,https://www.youtube.com/watch?v=HRrYCllMZvI,9,0,720,540720,541,1,410359,1.317675499,465828,1.160771787,-0.0005,0.5726,1.747952749,441.2720,770.5939,375.7167,3.54849,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1115,0,0,
🇫🇮,AndrewCrow,0,0,9:00.882,9:00.977,18 Feb 2026,74,(U),unknown,,,https://www.youtube.com/watch?v=fdNNViVWFV8,9,0,977,540977,541,1,410359,1.31830178,410359,1.31830178,-0.0005,0.9637,4.661300779,265.7699,275.7876,373.8947,3.55998,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0.9602876538,264.8354304,
🇳🇴,skycrab1,0,1,8:59.353,9:01.102,05 Nov 2023,910,(V),-7277035047426370667,,,https://www.speedrun.com/mc/runs/yd2e770m,9,1,102,541102,541,0,410359,1.318606391,465828,1.161591832,-0.0005,0.6344,1.757289585,487.6162,768.5676,373.0091,3.56558,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,910,0,0,
🇺🇸,doogile,0,0,8:59.983,9:01.127,06 Oct 2023,940,(U),9195494537967252613,,,https://www.youtube.com/watch?v=lUWGWVc40zo,9,1,127,541127,541,0,410359,1.318667313,465828,1.1616455,-0.0005,0.6250,1.757902245,480.2734,768.4347,372.8320,3.56670,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,940,0,0,
🇩🇰,Bloopy,0,0,9:01.143,9:01.143,18 Jan 2025,470,(U),-7620737076103346510,,,https://www.youtube.com/watch?v=d9vkKsLySa0,9,1,143,541143,541,0,410359,1.318706304,421494,1.28386881,-0.0005,0.7906,3.79092474,306.5824,387.7987,372.7187,3.56742,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,470,0.0000309759333,0.01201242781,
🇺🇸,doogile,0,0,9:01.449,9:01.449,25 May 2024,708,(U),-7536657347809840728,,,https://www.youtube.com/watch?v=fqNFbLGUKeA,9,1,449,541449,541,0,410359,1.319451992,421494,1.284594799,-0.0005,0.7019,3.807654673,270.4679,385.3506,370.5528,3.58117,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,708,0,0,
🇩🇰,Bloopy,0,0,9:01.455,9:01.455,29 Jan 2025,459,(U),-3030095061520695931,,,https://www.youtube.com/watch?v=VGY1zOH0JTc,9,1,455,541455,541,0,410359,1.319466613,421494,1.284609034,-0.0005,0.7949,3.807983373,306.2890,385.3026,370.5104,3.58144,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0.00006313357109,0.02432552957,
🇵🇱,watermelon1708,0,0,8:59.859,9:01.423,25 Dec 2025,129,(U),see video,,,https://www.youtube.com/watch?v=cE3J7k4Sshc,9,1,423,541423,541,0,410359,1.319388633,410359,1.319388633,-0.0005,0.9375,4.691471673,255.4246,272.4424,370.7368,3.58000,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.8068085303,219.8088581,
🇵🇱,watermelon1708,0,0,8:57.165,9:01.510,21 Oct 2025,194,(U),unknown,,,https://www.youtube.com/watch?v=bgofOfS1s1A,9,1,510,541510,542,1,410359,1.319600642,410359,1.319600642,-0.0005,0.9076,4.697377337,246.6661,271.7916,370.1214,3.58392,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,194,0.4818422985,130.9606935,
🇳🇴,skycrab1,0,0,9:01.581,9:01.581,24 Oct 2024,556,(U),5396784990910154852,,,https://www.youtube.com/watch?v=7QvmYogun44&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=88,9,1,581,541581,542,1,410359,1.319773662,421494,1.28490797,-0.0005,0.7573,3.814891967,291.0256,384.2952,369.6193,3.58711,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,556,0.00000003430545011,0.00001318342084,
🇨🇦,NoHacsJustRoblox,0,0,9:00.675,9:01.646,03 Sep 2024,607,(U),7108735323901756884,,,https://www.youtube.com/watch?v=1F8ZBRB354Y,9,1,646,541646,542,1,410359,1.319932059,421494,1.285062184,-0.0005,0.7382,3.818460327,283.3147,383.7757,369.1598,3.59005,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,607,0.0000000001936721568,0.00000007432666873,
🇳🇴,skycrab1,0,0,9:01.851,9:01.851,06 Oct 2024,574,(U),5584430862827466527,,,https://www.youtube.com/watch?v=XLXBEG_9Z2M&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=76,9,1,851,541851,542,1,410359,1.320431622,421494,1.285548549,-0.0005,0.7505,3.829734035,286.7990,382.1379,367.7113,3.59930,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,574,0.00000000611866195,0.0000023381727,
🇺🇸,doogile,0,0,9:01.361,9:01.856,17 Mar 2024,777,(U),-423824187334230143,,,https://www.youtube.com/watch?v=9aJOIrN2g-A,9,1,856,541856,542,1,410359,1.320443807,421494,1.285560411,-0.0005,0.6781,3.830009377,259.0904,382.0980,367.6760,3.59953,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,777,0,0,
🇳🇴,skycrab1,0,0,9:02.423,9:02.423,30 Aug 2024,611,(U),3049901205395221348,,,https://www.youtube.com/watch?v=PPXIiFSl4dc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=62,9,2,423,542423,542,0,410359,1.321825524,421494,1.286905626,-0.0005,0.7368,3.861348733,278.1794,377.5739,363.6758,3.62524,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,611,0.0000000001241025222,0.00000004685787597,
🇸🇰,NoFear1337,0,0,9:02.402,9:02.859,30 Jun 2025,307,(U),unknown,,,https://www.youtube.com/watch?v=6HhUuitsxGs,9,2,859,542859,543,1,410359,1.322888008,410359,1.322888008,-0.0005,0.8577,4.789803437,224.5247,261.7751,360.6062,3.64513,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0.05538512074,14.49844558,
🇩🇰,Bloopy,0,1,9:02.325,9:02.890,20 Jul 2024,652,(U),-3162138013269904068,,,https://www.youtube.com/watch?v=LQVoVG-qCYo,9,2,890,542890,543,1,410359,1.322963551,421494,1.28801359,-0.0005,0.7218,3.887333649,269.8501,373.8544,360.3881,3.64654,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,652,0,0.0000000003431291361,
🇩🇰,Bloopy,0,1,9:03.208,9:03.208,09 Mar 2024,785,(V),327741930004183264,,,https://www.speedrun.com/mc/runs/zq8w755z,9,3,208,543208,543,0,410359,1.323738483,421494,1.288768049,-0.0005,0.6754,3.905117644,250.7806,371.3253,358.1532,3.66111,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,785,0,0,
🇨🇦,Aquacorde,0,0,9:03.483,9:03.483,15 Jul 2025,292,(U),3586604150107286256,,,https://www.youtube.com/watch?v=HlKgDCEfr1M,9,3,483,543483,543,0,410359,1.324408628,410359,1.324408628,-0.0005,0.8642,4.833103637,222.2532,257.1906,356.2229,3.67375,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0.08293411347,21.32987099,
🇺🇸,doogile,0,0,8:58.672,9:04.680,20 Oct 2023,926,(U),5170768254742346902,,,https://www.youtube.com/watch?v=nX477DDwCp4,9,4,680,544680,545,1,410359,1.327325586,465828,1.169272779,-0.0005,0.6294,1.847015339,471.4982,749.1321,347.8492,3.72921,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,926,0,0,
🇳🇴,skycrab1,0,0,9:03.846,9:05.167,01 Dec 2023,884,(U),5228422525265565557,,,https://www.youtube.com/watch?v=Qe_QUpUyPbc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=5,9,5,167,545167,545,0,410359,1.328512351,465828,1.170318229,-0.0005,0.6427,1.859550606,479.7634,746.4235,344.4561,3.75199,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,884,0,0,
🇺🇸,doogile,0,0,9:03.653,9:05.189,03 Jul 2024,669,(U),-1944357644516820181,,,https://www.youtube.com/watch?v=2PrVhqKEWwk,9,5,189,545189,545,0,410359,1.328565963,421494,1.293467997,-0.0005,0.7157,4.017558656,254.5326,355.6436,344.3031,3.75302,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,669,0,0,
🇨🇦,Jay12310,0,0,9:05.451,9:05.451,16 Mar 2024,778,(U),see video,,,https://www.youtube.com/watch?v=ivDOaiqp9jM&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=2,9,5,451,545451,545,0,410359,1.329204428,421494,1.294089596,-0.0005,0.6777,4.032645218,239.6332,353.5799,342.4813,3.76532,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,778,0,0,
🇺🇸,doogile,0,0,9:05.184,9:05.845,06 Nov 2023,909,(U),5873759299326194645,,,https://www.youtube.com/watch?v=5MtswX7IfB4,9,5,845,545845,546,1,410359,1.330164563,465828,1.171773702,-0.0005,0.6348,1.877133197,471.3942,742.6277,339.7463,3.78390,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,909,0,0,
🇳🇴,skycrab1,0,0,9:04.821,9:06.518,16 Oct 2024,564,(U),1509054890108880200,,,https://www.youtube.com/watch?v=o2BhtRPoBl8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=83,9,6,518,546518,547,1,410359,1.331804591,421494,1.296621067,-0.0005,0.7543,4.094611913,260.3773,345.2027,335.0878,3.81581,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,564,0.00000001616181623,0.000005579103384,
🇳🇴,skycrab1,0,0,9:07.149,9:07.149,10 Oct 2024,570,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,9,7,149,547149,547,0,410359,1.333342269,421494,1.298118123,-0.0005,0.7520,4.131658224,255.8883,340.2706,330.7358,3.84595,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,570,0.000000009060876297,0.000003083149622,
🇳🇴,skycrab1,0,0,9:07.112,9:07.112,28 Apr 2025,370,(U),unknown,,,https://www.youtube.com/watch?v=o710MyvzZRc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=117,9,7,112,547112,547,0,410359,1.333252104,421494,1.29803034,-0.0005,0.8311,4.12947767,283.0403,340.5593,330.9905,3.84417,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0.006312017014,2.149616212,
🇫🇮,sadekeppi,0,0,9:05.453,9:07.231,05 Apr 2025,393,(U),3784350697232535949,,,https://www.youtube.com/watch?v=_6D4CEjB7EI,9,7,231,547231,547,0,410359,1.333542094,421494,1.298312669,-0.0005,0.8216,4.136494486,279.0412,339.6309,330.1713,3.84988,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,0.002311529852,0.7850669205,
🇫🇮,AndrewCrow,0,0,9:06.737,9:07.310,04 Jul 2025,303,(U),unknown,,,https://www.youtube.com/watch?v=9ykWGMkAK-8,9,7,310,547310,547,0,410359,1.333734608,410359,1.333734608,-0.0005,0.8594,5.106397952,197.4923,229.7977,329.6278,3.85367,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0.06192615204,14.23049025,
🇳🇴,skycrab1,0,0,9:07.485,9:07.485,08 Feb 2025,449,(U),3737533492080781915,,,https://www.youtube.com/watch?v=vIyLdcMlpzU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=116,9,7,485,547485,547,0,410359,1.334161064,421494,1.298915287,-0.0005,0.7989,4.15150733,269.7548,337.6512,328.4248,3.86208,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,449,0.000117169975,0.03956258831,
🇳🇴,skycrab1,0,0,9:07.893,9:07.893,16 Nov 2024,533,(U),3572344265609154792,,,https://www.youtube.com/watch?v=GB4EvDhnAj0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=94,9,7,893,547893,548,1,410359,1.335155315,421494,1.299883272,-0.0005,0.7661,4.175724731,256.2284,334.4774,325.6247,3.88175,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,533,0.0000002654222985,0.00008877775807,
🇺🇸,doogile,0,0,9:07.950,9:07.950,16 Aug 2024,625,(U),unknown,,,https://www.youtube.com/watch?v=rVh_EFcoA_Q,9,7,950,547950,548,1,410359,1.335294218,421494,1.300018506,-0.0005,0.7316,4.179118108,244.3849,334.0346,325.2340,3.88450,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,625,0,0.000000008334869655,
🇳🇴,skycrab1,0,0,9:02.208,9:08.108,24 Aug 2024,617,(U),8200471492953039268,,,https://www.youtube.com/watch?v=7kCryLBekaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=59,9,8,108,548108,548,0,410359,1.335679247,421494,1.300393363,-0.0005,0.7345,4.188537237,244.4634,332.8079,324.1519,3.89215,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,617,0,0.00000002095380223,
🇳🇴,skycrab1,0,0,9:08.173,9:08.173,22 Jul 2025,285,(U),unknown,,,https://www.youtube.com/watch?v=ywxlACuqAe0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=137,9,8,173,548173,548,0,410359,1.335837645,410359,1.335837645,-0.0005,0.8672,5.169900404,194.0792,223.8031,323.7070,3.89530,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,285,0.09877482642,22.10610786,
🇹🇿,Kxpow,0,0,9:04.666,9:08.266,14 Nov 2023,901,(U),-4809940892150569008,,,https://www.youtube.com/watch?v=gg6rLSlqqqc,9,8,266,548266,548,0,410359,1.336064275,465828,1.176970899,-0.0005,0.6373,1.941178114,464.4954,728.8382,323.0708,3.89981,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,0,0,
🇧🇪,boyenn,0,0,9:08.407,9:08.407,09 Mar 2025,420,(U),unknown,,,https://www.youtube.com/watch?v=PIdpIYU0iN8,9,8,407,548407,548,0,410359,1.336407877,421494,1.301102744,-0.0005,0.8106,4.206414141,267.8898,330.4898,322.1069,3.90665,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,420,0.0006058973353,0.2002429073,
🇸🇰,NoFear1337,0,0,9:08.371,9:08.421,08 Jun 2023,1060,(U),unknown,,,https://www.youtube.com/watch?v=IffgSK8FXyU,9,8,421,548421,548,0,410359,1.336441993,465828,1.17730364,-0.0005,0.5886,1.945346385,428.4708,727.9429,322.0112,3.90733,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,0,0,
🇨🇦,Aquacorde,0,0,9:08.473,9:08.473,17 Jul 2025,290,(U),-4757456621971521047,,,https://www.youtube.com/watch?v=3NgUon3iBFM,9,8,473,548473,548,0,410359,1.336568712,410359,1.336568712,-0.0005,0.8650,5.192139904,191.8063,221.7357,321.6560,3.90986,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,290,0.08725678115,19.34794223,
🇸🇰,NoFear1337,0,0,9:05.980,9:08.551,02 Feb 2024,821,(U),unknown,,,https://www.youtube.com/watch?v=4fdVhFGeQgo&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=5,9,8,551,548551,549,1,410359,1.336758789,421494,1.301444386,-0.0005,0.6633,4.215048128,218.4805,329.3749,321.1234,3.91365,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,821,0,0,
🇮🇹,drip120,0,0,9:07.364,9:08.692,01 Nov 2025,183,(U),unknown,,,https://www.youtube.com/watch?v=xe-spdcY7jk,9,8,692,548692,549,1,410359,1.337102391,410359,1.337102391,-0.0005,0.9126,5.208428594,200.9752,220.2320,320.1612,3.92052,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0.541805228,119.3228288,
🇺🇸,doogile,0,0,9:08.808,9:08.808,22 May 2025,346,(U),7495631434322162088,,,https://www.youtube.com/watch?v=p9ACbnS-GcQ,9,8,808,548808,549,1,410359,1.33738507,421494,1.302054122,-0.0005,0.8411,4.230496874,275.3780,327.3876,319.3703,3.92618,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0.01588827918,5.201625498,
🇫🇮,Cube1337x,1,1,9:06.178,9:08.820,22 Jan 2022,1562,(V),5182416045755256460,,,https://www.speedrun.com/mc/runs/mr673jdm,9,8,820,548820,549,1,410359,1.337414313,576000,0.9528125,-0.0005,0.4579,0.4396483997,467.7840,1021.4788,319.2885,3.92676,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1562,0,0,
🇳🇴,skycrab1,0,0,9:09.076,9:09.076,26 Nov 2024,523,(U),9146773889861471357,,,https://www.youtube.com/watch?v=YABLZ52h9Ug&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=98,9,9,76,549076,549,0,410359,1.338038157,421494,1.302689955,-0.0005,0.7699,4.246660881,250.4615,325.3186,317.5452,3.93928,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,523,0.0000006125920011,0.0001992875949,
🇳🇴,skycrab1,0,0,9:02.533,9:09.719,10 Apr 2024,753,(U),unknown,,,https://www.youtube.com/watch?v=s7Oyw0cBsDM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=14,9,9,719,549719,550,1,410359,1.339605078,421494,1.304215481,-0.0005,0.6863,4.285668333,219.8564,320.3693,313.1792,3.97086,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,753,0,0,
🇺🇸,doogile,0,0,9:08.362,9:09.903,03 Feb 2024,820,(U),4060064418388945747,,,https://www.youtube.com/watch?v=z1xyWdGMjq8,9,9,903,549903,550,1,410359,1.340053465,421494,1.304652024,-0.0005,0.6637,4.296889569,211.6759,318.9569,311.9333,3.97994,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,820,0,0,
🇸🇰,NoFear1337,0,0,9:09.128,9:10.259,08 Jun 2025,329,(U),unknown,,,https://www.youtube.com/watch?v=SiADDCUpd7E,9,10,259,550259,550,0,410359,1.340920998,421494,1.305496638,-0.0005,0.8483,4.318674974,268.2629,316.2293,309.5271,3.99756,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,329,0.02840673824,8.983043477,
🇹🇿,Kxpow,0,0,9:05.662,9:10.523,09 Nov 2023,906,(U),78496239085493281,,,https://www.youtube.com/watch?v=gieho9nQgi0,9,10,523,550523,551,1,410359,1.341564338,465828,1.181816035,-0.0005,0.6357,2.002694359,454.9560,715.6567,307.7465,4.01066,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,0,0,
🇺🇸,doogile,0,0,9:07.746,9:10.622,05 Nov 2023,910,(U),1666689678537156689,,,https://www.youtube.com/watch?v=VZnZzz2vZfk,9,10,622,550622,551,1,410359,1.34180559,465828,1.18202856,-0.0005,0.6344,2.005433359,453.6756,715.0715,307.0796,4.01559,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,910,0,0,
