date_played_est,iron_source,enter_type,gold_source,spawn_biome,rta,time_wood,time_iron_pick,time_nether,time_bastion,time_fortress,time_first_portal,time_second_portal,time_stronghold,time_end,igt,gold_dropped,blaze_rods,blazes_killed,flint_picked_up,gravel_mined,deaths_total,jumps,eyes_used,diamond_picks_crafted,ender_pearls_used,obsidian_placed,diamond_sword_crafted,stone_mined,netherrack_mined,trade_enchanted_book, trade_iron_boots,trade_potion,trade_splash_potion,trade_iron_nugget,trade_ender_pearl,trade_string,trade_quartz,trade_obsidian,trade_crying_obsidian,trade_fire_charge,trade_leather,trade_soul_sand,trade_nether_brick,trade_glowstone_dust,trade_gravel,trade_magma_cream,killed_blaze,killed_chicken,killed_cod,killed_cow,killed_creeper,killed_enderman,killed_endermite,killed_ghast,killed_hoglin,killed_iron_golem,killed_pig,killed_piglin,killed_salmon,killed_sheep,killed_skeleton,killed_spider,killed_witch,killed_wither_skeleton,killed_zombie,eaten_bread,eaten_cooked_beef,eaten_cooked_chicken,eaten_cooked_cod,eaten_cooked_mutton,eaten_cooked_porkchop,eaten_cooked_salmon,eaten_enchanted_golden_apple,eaten_golden_apple,eaten_apple,eaten_rotten_flesh,eaten_golden_carrot,eaten_mushroom_stew,travel_walk_on_water,travel_walk,travel_walk_under_water,travel_swim,travel_boat,travel_sprint,seed,igt_2,date_played_est_2,bastion_type,end_fight_type,real_deaths,frame_eyes,run_id,,,,,,,,,,notes,
3/12/2026 13:38:45,Structureless,Magma Ravine,Bastion,forest,0:26:46,0:00:14,0:02:45,0:04:46,0:07:24,0:15:42,0:17:38,0:21:07,0:22:17,0:24:40,0:26:11,127,8,24,1,9,0,852,15,0,21,20,1,37,502,,,,,,,,,,,,,,,,,,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,3,0,0,2,0,0,0,9,320,14,299,679,1367,5089427508645159239,0:26:11,03/12/2026 13:38:45,Stables/Treasure,Half Bow,0,3,"8,928",FALSE,,,,,,,,,"Map from ocean ruins, long trek just for 6 iron 2 dia 5 tnt, more iron for fns in magma ravine, mega spike on enter, boxed baby ziglin outside mid, ttg, big wall just to get treasured, half dia armor, drilled through another wall but fort this time, fourk tnt, didnt clock low explosive issue, silly mc putting jungle and snow biomes together, 0.5 ch to 2nd ring, forgot to grab beds in village, weird spikes to mineshaft, dumbest nav, setup for perch",
3/12/2026 13:10:19,Structureless,Lava Pool,Bastion,forest,0:25:14,0:00:04,0:06:37,0:07:45,0:11:43,0:16:12,0:18:12,0:19:59,0:22:06,0:22:28,0:24:32,108,7,13,1,7,0,1246,16,0,12,20,0,48,159,,,,,,,,,,,,,,,,,,13,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,9,259,6,18,106,1315,-662674717549801525,0:24:32,03/12/2026 13:10:19,Housing,Half Bow,0,2,"8,927",FALSE,,,,,,,,,"spawned in plains, no cave at spawn, got gravel and 5 iron in cave, went to a ravine for iron, got more wood, killed pigs and cows, dug for lava in ravine for sub 8 enter, very far bastion, overshot pearl going to fort, very diagonal fort, didn't get trevor'ed, killed 5 strays, .4 angle change, -610 160 coords, lava next to digdown, lagged during zero, half bow",
3/12/2026 12:36:09,Structureless,Lava Pool,Bastion,forest,0:29:24,0:00:09,0:04:47,0:06:05,0:07:25,0:17:22,0:19:44,0:23:12,0:24:07,0:24:47,0:28:30,208,7,22,1,42,0,970,18,0,30,20,0,59,166,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,13,490,5,32,123,1420,2145656977556031316,0:28:30,03/12/2026 12:36:09,Treasure/Treasure,Perch,0,1,"8,926",FALSE,,,,,,,,,"Headed to plains for caving, garbage flint rates, digdown enter, divine 2, ziglin on boomer, hater pigs, somewhat bad trades so went bottom, BoA sword, didnt like new spawner but no other choice, few garrots in rp, restocked pearls at bottom, far away fort playing hide-n-seek, big spawner plumbing task, 0.8 ch to very shallow 2nd ring, cave exposed sh, mob nation, flew on back 95, hadnt crafted bow so didnt do ground, a while for 1/13",
3/12/2026 12:04:49,Village,Lava Pool,Bastion,snowy_mountains,0:24:43,0:00:56,0:02:39,0:06:12,0:09:20,0:14:43,0:17:03,0:19:09,0:19:54,0:20:43,0:22:30,283,8,16,1,15,0,932,14,0,17,20,0,17,286,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,332,0,0,61,1258,-8606525847855260556,0:22:30,03/12/2026 12:04:49,Treasure,Half Bow,0,2,"8,925",FALSE,,,,,,,,,"Cool ice spikes spawn with lavapool and snow village, ripped awesome bread and 4 emerald chest for cod strats, ragebait villgers, sub 5 enter, new bastion spike reaching close to buried treausure, pivotted there but then too u turn seeing double single brijj, mined bottom gold first, dia helmet, miscrafted big chunk of gold into nuggets mid-route, 20 obby on one of the final trades, 22 to fort, 0.5 ch, hot tourist, front 95 small boi but flew on 99 rotation, ground got fireballed",
3/12/2026 11:33:44,Structureless,Lava Pool,Bastion,wooded_hills,0:16:28,0:00:17,0:02:29,0:04:38,0:06:13,0:11:33,0:12:59,0:13:48,0:14:17,0:14:40,0:16:12,149,9,12,0,0,0,529,14,0,15,20,0,33,40,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,3,0,4,9,0,0,0,0,0,0,0,0,254,0,0,71,667,2781758834957318316,0:16:12,03/12/2026 11:33:44,Housing,Ground Zero,0,2,"8,924",FALSE,,,,,,,,,"2 lavapools at spawn, almost doid in mobb nation cave, lava's animals for food, sub 5 woodlight enter, housing camouflaged in basalt, dug out some path to route top pigs, exactly 10 obby after backup gold, manhunt chest fragged to get over the 20 line, fort 20 chunk full diag, amazing rates, blind next to dungeon, nailed educated portal, W pillager mimicry, bedded too early on zero and dipped to ground",
3/12/2026 11:13:37,Village,Lava Pool,Bastion,wooded_hills,0:28:30,0:00:12,0:01:38,0:04:29,0:05:07,0:10:42,0:14:20,0:16:56,0:18:24,0:25:48,0:27:48,117,8,23,1,10,0,1161,16,0,27,10,0,29,2,,,,,,,,,,,,,,,,,,23,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,6,30,2,0,0,1,0,0,0,0,10,5,0,0,32,459,1,6,71,2191,-5938888487085077832,0:27:48,03/12/2026 11:13:37,Stables,Half Bow,0,2,"8,923",FALSE,,,,,,,,," Dark oak spawn, plains village (no blacksmith), 4 iron from golem, cod bucket strats, surface lava pool, multiple spikes + spawner on pie, good gap, timeloss due to avoiding ""treasure"" (fastion), dig out spawner (no explosives), home portals, return to village for beds, forgets to measure, 0.5 ac, disgusting sh (7 min nav) 15 room deep pr, dragon flies on 95, knocked down to 1hp during halfbow, sub 28 end",
3/12/2026 10:44:24,Full Shipwreck,Lava Pool,Bastion,jungle,0:24:05,0:00:12,0:03:29,0:06:13,0:12:00,0:16:31,0:17:53,0:20:41,0:22:10,0:22:48,0:23:34,115,8,13,0,2,0,881,15,0,14,20,0,77,223,,,,,,,,,,,,,,,,,,13,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,9,322,15,163,848,1123,5373242877438597356,0:23:34,03/12/2026 10:44:24,Stables,Zero Cycle,0,2,"8,922",FALSE,,,,,,,,,"Jungle spawn, loots RP (light, gold pick, mending axe, 1 obi), 8 iron from boat, village with no haybales, TAS tech for killing pigs, fake ravine into mineshaft, crimson spawn for food, no bastion in 32, RP gold blocks, 11 obi from trades, 9 obi chest, dig to fort, caved snowy blind, 0.3 ac, caved 2nd portal, 1 in 8 97 zero ",
3/12/2026 10:18:53,Structureless,Lava Pool,Bastion,wooded_mountains,0:23:24,0:00:41,0:04:26,0:07:40,0:09:50,0:16:23,0:18:56,0:20:16,0:20:53,0:21:45,0:22:35,153,7,17,1,10,2,774,16,0,29,20,0,159,29,,,,,,,,,,,,,,,,,,17,0,0,3,0,1,1,1,3,0,1,0,0,0,0,0,0,0,5,0,7,0,0,0,11,0,0,0,0,6,0,0,16,412,3,20,91,1165,8350822580725572134,0:22:35,03/12/2026 10:18:53,Bridge,Zero Cycle,0,0,"8,921",FALSE,,,,,,,,,"Yapping about 9K NRI roster, spruce forest spawn, cave for iron, digdown for lava, short portal, risky pearl from warped to bastion, 3 hoglins guarding chalice (and one piglin on it), hot tourist while travelling to fort, loses fort on pie-ray, avoids treasure, 1 ac, 99 front dragon",
3/11/2026 20:20:05,Buried Treasure w/ tnt,Lava Pool,Bastion,plains,0:21:02,0:00:16,0:03:54,0:06:55,0:09:24,0:14:54,0:17:35,0:19:01,0:19:01,0:19:34,0:20:29,189,11,12,1,7,1,555,13,0,9,20,0,25,68,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,26,261,52,667,1318,734,-8611686819490478616,0:20:29,03/11/2026 20:20:05,Bridge,Zero Cycle,0,2,"8,920",FALSE,,,,,,,,,"Ship + bt, tnt as shears replacement, misread magma ravine, another huge ravine but nothing, got pushed from behind into exploding creeper, felt lava pops in ocean cave was fake but ended up being real, awkward portal, saw fort in the corner of screen, buried brijj, tnt pigface, cs went scuffed, backups got to 20 obby, ghost blocked on cool tnt bed and blew up spawner, went 11/12 on rods without realising, underwater submerged portal, 1.4 ch, icepie, pr side entrance, front 95, insane damage on last bed to kill",
3/11/2026 19:54:11,Full Shipwreck,Lava Pool,Bastion,swamp,0:23:28,0:00:29,0:02:56,0:03:58,0:07:03,0:16:19,0:19:25,0:20:48,0:21:18,0:21:44,0:22:42,230,9,17,1,15,1,659,17,0,32,21,0,33,8,,,,,,,,,,,,,,,,,,17,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,8,0,14,320,12,264,686,1022,-4159737750567135125,0:22:42,03/11/2026 19:54:11,Treasure/Treasure,Zero Cycle,0,1,"8,919",FALSE,,,,,,,,,"Stranded in nowheresville, fantastic shipwreck, ocean full flooded lava ravine, wall portal 4 min enter, 28 chunks to treasure, pre-crafted garrots, bottom for extra obby, 3 armor pieces and kb sword, nothing is 32, sent extra-regional, long time before loading something, passed by brijj, seemed very treasure so changed direction, fort 1.5k nether radial, 850 block blind in 4th ring, laggy front 99 ",
3/11/2026 19:28:46,Structureless,Lava Pool,Bastion,forest,0:24:49,0:00:10,0:04:34,0:06:15,0:08:28,0:13:47,0:15:28,0:18:40,0:21:01,0:23:24,0:24:12,162,8,21,1,20,0,1032,21,0,19,20,0,116,42,,,,,,,,,,,,,,,,,,21,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,4,0,0,6,0,0,0,0,0,0,8,0,13,303,2,11,58,1264,2729010989591452937,0:24:12,03/11/2026 19:28:46,Housing,Zero Cycle,0,0,"8,918",FALSE,,,,,,,,,"Pieray to taiga village, completely useless except for beds and largefern, pivotted to cave and animals, poundyportalled, -2 pigs to dumbly entering housing, td, rolled on pearls but got loads with backups, food supply rp at fort, caved under mountain, 0.5 ch, still 550 blocks off for a 2.4k dist, sub 0.4 real ch, only chest remained of spawnerless dungeon, nonsense nav followed by digging into pr, back 95",
3/11/2026 19:00:06,Buried Treasure w/ tnt,Magma Ravine,Bastion,forest,0:20:24,0:00:19,0:02:49,0:04:32,0:05:39,0:11:53,0:13:20,0:17:09,0:17:40,0:18:00,0:19:45,140,8,15,0,5,0,637,17,1,27,20,0,13,52,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,3,0,0,0,0,0,0,11,260,25,797,488,749,-7455141754806368627,0:19:45,03/11/2026 19:00:06,Stables/Treasure,Half Bow,0,0,"8,917",FALSE,,,,,,,,,"Boat buried in coral, 2 iron and map, long swim to bonkers bt, no gravel, set magma portal for woodlight while mining 6 diamonds, ttg, 18 obby, pigs celebrating assisting in hoglin murder, trevored 18 away, no other quadrant looked good so pushed extra regional, eventually hit fort, 0.4 ch to 3rd ring, 2.3k blind, back 95 USS, dragon flew, perch for sub 20 ",
3/11/2026 18:38:46,Structureless,Lava Pool,Bastion,plains,0:21:42,0:00:48,0:04:18,0:07:17,0:09:01,0:13:31,0:14:54,0:18:37,0:19:11,0:19:29,0:20:20,135,8,23,1,5,0,658,16,1,10,20,1,73,169,,,,,,,,,,,,,,,,,,23,0,0,4,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,0,8,0,0,0,4,0,0,0,0,0,0,0,21,253,17,107,146,1008,3790250652274519540,0:20:20,03/11/2026 18:38:46,Stables,Zero Cycle,0,1,"8,916",FALSE,,,,,,,,,"Structureless overworld, huge animal farm, 5 diamonds at lavapool, mined right over stables outer, got combo'd like hell on ttg and almost died, holy ziglins on 2 rd from pearl hang to fort, really helpful in chest checking, only got 12 obby, ssv fort, early blind to mine 8 obby, 1.0 ch, front 99 offset",
3/11/2026 18:13:51,Structureless,Lava Pool,Bastion,plains,0:22:44,0:00:16,0:03:24,0:06:44,0:09:55,0:13:59,0:15:59,0:19:29,0:20:28,0:21:02,0:21:51,134,7,23,1,4,1,757,16,1,16,21,0,113,223,,,,,,,,,,,,,,,,,,23,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,11,357,8,52,130,1182,7099227342338016374,0:21:51,03/11/2026 18:13:51,Treasure,Zero Cycle,0,2,"8,915",FALSE,,,,,,,,,"Did some MCC practice with Shubble and HBomb, Structureless ow, 5 diamonds on digdown for lava, fort near spawn but chose to go bastion first, lot of wall to treasure, left off top with 16 obby, more wall back to spawn fort, blind portal spawned on cow and suffocated it to death, 0.7 ch, another cow went through portal and got cooked(literally), awful rates, left on 13 eyes, saw another cow on the way to coords, overhsot by 300, back 95, angry enderman",
3/11/2026 15:58:59,Full Shipwreck,Lava Pool,Bastion,dark_forest,1:18:39,0:00:11,0:02:46,0:04:03,0:08:16,0:15:18,0:17:27,0:19:54,0:19:55,0:20:17,0:21:05,171,10,17,1,6,1,508,12,0,17,23,0,0,354,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,9,387,38,730,407,889,-8624522962966515613,0:21:05,03/11/2026 15:58:59,Treasure,Zero Cycle,0,2,"8,914",FALSE,,,,,,,,,"In a rush for Free4All Bracket Reveal, Empty map in full ship, learned from CoB last run, visited a 2nd one, 5 min enter off rp nearby, barely enf blocks to cross giant lava gap, followed bybasalt wall to trevor basaltion, temporary put on thorn helmet from rp before finding other armor, pigs pushed past ziglin nation on route, upgrade to diamond helmet, 2 netherite ingots, didnt make a magma cube farm while mining bottom gold, 17 chunk full diag fort, 1.9 ch, paused to generate F4A bracket with 955 players, rolled the MOST INSANE matchups like Infume vs EDCR, TapL vs pavik, Hypn0tic vs Joomz Round 1, hax, vstrid and rowl all in same 16 bracket, etc. etc. etc., Cinema for certain on 14th March, back in run after almost 1 hr, pr offset icepie, diabolical end island, front 95",
3/11/2026 14:39:08,Full Shipwreck,Lava Pool,Bastion,savanna,0:28:32,0:00:51,0:03:59,0:06:09,0:07:33,0:19:14,0:21:28,0:23:37,0:24:29,0:25:28,0:27:08,286,8,23,1,26,0,870,17,0,26,20,1,79,230,,,,,,,,,,,,,,,,,,23,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,2,0,0,0,0,0,0,15,431,16,573,732,1146,-6163945918637869084,0:27:08,03/11/2026 14:39:08,Bridge/Treasure,Half Bow,0,0,"8,913",FALSE,,,,,,,,,"Full ship with garbage food chest, close bt, digdown enter, wall to hbrijj, tnt pigface, cs but single, pigs refusing to route, got emoted on by them, pork snatched away, 17 obby, didnt feel spawner was real from start, traded bottom, no pants upgrade coz curse of binding leather ones from ship, took a while to get 3 obby. next spawner on 30 rd, fort 1k out in nether, 2k blind dist, fully botched going for back zero, quick perch
",
3/11/2026 14:03:35,Full Shipwreck,Lava Pool,Bastion,taiga,0:28:37,0:00:21,0:04:28,0:06:35,0:07:12,0:11:08,0:13:18,0:15:42,0:16:29,0:16:56,0:27:54,135,8,15,0,0,1,946,17,1,14,21,1,39,11,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,16,268,23,1573,1102,1050,-1411747249843128834,0:27:54,03/11/2026 14:03:35,Housing,Other,1,1,"8,912",FALSE,,,,,,,,,"3/4th armor and fns from RP, half ship with carrots, decent bt, ravine digdown for enter, spider jockey, messed up portal but then got to see 5 diamonds a little ahead, close td hauss, backup gold for garrots, 14 to ssv fort, cool tnt bed, 3 eyes went in mountain but got all back, 0.6 ch, somehow dropped sword on higher terrain but didnt hit the pearl, ocean exposed library, back 95 USS from cage spawn, trolled +1 beds many times, dragon got too low and had to bail on 2 hearts, failed boat clutch and died, thought to ow travel but had already gone towards enter from bad comms, easy return, sword bouncing on boat, diagonal perch, enf damage to break crystal after 1 perch and bow ",
3/11/2026 13:33:29,Structureless,Lava Pool,Bastion,taiga,0:21:52,0:00:04,0:04:24,0:06:31,0:14:37,0:07:05,0:17:10,0:19:13,0:19:19,0:19:51,0:20:51,153,7,12,1,11,0,624,14,0,8,21,0,95,96,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,8,0,4,442,1,33,87,810,-840453289312373812,0:20:51,03/11/2026 13:33:29,Bridge,Zero Cycle,0,0,"8,911",FALSE,,,,,,,,,"Went caving, all 1 drops from pigs, ripped garrot nation in rp, fort first at spawn, left on 7 rods, never ending wall, had to bring out stone picks, crossed huge lava gap to brijj, cs, 1.9 ch, basically icepie, front 94 SS4",
